source_kind,source_file,sheet_row,export_record_id,deal_id,deal_name,stage_or_subject,zoho_tag,zoho_task_status,modified_time,fluxo,expected_action_template_id,expected_integration_id,map_key_or_note,found_in_game4u,game4u_status,game4u_id,game4u_integration_id,search_window
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,26,zcrm_6810867000053742159,6810867000048838391,zcrm_6810867000048838391,Negociação Pagto,,,2026-03-02 14:58:43,Cobrança,revisaprev_at_041,zoho-deal-6810867000048838391-action-revisaprev_at_041,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,27,zcrm_6810867000053742168,6810867000049824439,zcrm_6810867000049824439,Docs Iniciais - Orientação 1° Pagto,,,2026-03-02 15:00:46,Cobrança,revisaprev_at_040,zoho-deal-6810867000049824439-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,28,zcrm_6810867000053742185,6810867000049459390,zcrm_6810867000049459390,Docs Iniciais - Orientação 1° Pagto,,,2026-03-02 15:14:41,Cobrança,revisaprev_at_040,zoho-deal-6810867000049459390-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,29,zcrm_6810867000053742200,6810867000049459390,zcrm_6810867000049459390,Negociação Pagto,,,2026-03-02 15:24:16,Cobrança,revisaprev_at_041,zoho-deal-6810867000049459390-action-revisaprev_at_041,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,30,zcrm_6810867000053742211,6810867000049466667,zcrm_6810867000049466667,Negociação Pagto,,,2026-03-02 15:36:20,Cobrança,revisaprev_at_041,zoho-deal-6810867000049466667-action-revisaprev_at_041,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,31,zcrm_6810867000053742233,6810867000048838391,zcrm_6810867000048838391,Gerar Boletos,,,2026-03-02 15:49:40,Cobrança,revisaprev_at_042,zoho-deal-6810867000048838391-action-revisaprev_at_042,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,32,zcrm_6810867000053742244,6810867000050521155,zcrm_6810867000050521155,Docs Iniciais - Orientação 1° Pagto,,,2026-03-02 15:53:46,Cobrança,revisaprev_at_040,zoho-deal-6810867000050521155-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,33,zcrm_6810867000053742259,6810867000050521155,zcrm_6810867000050521155,Negociação Pagto,,,2026-03-02 16:05:52,Cobrança,revisaprev_at_041,zoho-deal-6810867000050521155-action-revisaprev_at_041,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,34,zcrm_6810867000053742274,6810867000049466667,zcrm_6810867000049466667,Gerar Boletos,,,2026-03-02 16:23:02,Cobrança,revisaprev_at_042,zoho-deal-6810867000049466667-action-revisaprev_at_042,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,35,zcrm_6810867000053742293,6810867000044509572,zcrm_6810867000044509572,Gerar Boletos,,,2026-03-02 16:39:35,Cobrança,revisaprev_at_042,zoho-deal-6810867000044509572-action-revisaprev_at_042,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,36,zcrm_6810867000054070032,6810867000049587694,zcrm_6810867000049587694,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 09:08:46,Cobrança,revisaprev_at_040,zoho-deal-6810867000049587694-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,37,zcrm_6810867000054070047,6810867000049759947,zcrm_6810867000049759947,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 09:10:03,Cobrança,revisaprev_at_040,zoho-deal-6810867000049759947-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,38,zcrm_6810867000054070064,6810867000049785427,zcrm_6810867000049785427,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 09:10:54,Cobrança,revisaprev_at_040,zoho-deal-6810867000049785427-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,39,zcrm_6810867000054070081,6810867000049823402,zcrm_6810867000049823402,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 09:11:47,Cobrança,revisaprev_at_040,zoho-deal-6810867000049823402-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,40,zcrm_6810867000054070109,6810867000049008127,zcrm_6810867000049008127,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 09:15:04,Cobrança,revisaprev_at_040,zoho-deal-6810867000049008127-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,41,zcrm_6810867000054070152,6810867000050482124,zcrm_6810867000050482124,Negociação Pagto,,,2026-03-03 09:27:02,Cobrança,revisaprev_at_041,zoho-deal-6810867000050482124-action-revisaprev_at_041,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,42,zcrm_6810867000054070179,6810867000051813000,zcrm_6810867000051813000,Negociação Pagto,,,2026-03-03 09:38:08,Cobrança,revisaprev_at_041,zoho-deal-6810867000051813000-action-revisaprev_at_041,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,43,zcrm_6810867000054070197,6810867000049785427,zcrm_6810867000049785427,Negociação Pagto,,,2026-03-03 09:46:34,Cobrança,revisaprev_at_041,zoho-deal-6810867000049785427-action-revisaprev_at_041,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,44,zcrm_6810867000054070242,6810867000051813000,zcrm_6810867000051813000,Gerar Boletos,,,2026-03-03 10:03:55,Cobrança,revisaprev_at_042,zoho-deal-6810867000051813000-action-revisaprev_at_042,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,45,zcrm_6810867000054072005,6810867000050521155,zcrm_6810867000050521155,Gerar Link,,,2026-03-03 08:36:23,Cobrança,revisaprev_at_043,zoho-deal-6810867000050521155-action-revisaprev_at_043,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,46,zcrm_6810867000054072023,6810867000044480964,zcrm_6810867000044480964,Passagem de Bastão Consignado,,,2026-03-03 08:47:53,Cobrança,revisaprev_at_044,zoho-deal-6810867000044480964-action-revisaprev_at_044,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,47,zcrm_6810867000054072045,6810867000044528530,zcrm_6810867000044528530,Gerar Boletos,,,2026-03-03 09:00:33,Cobrança,revisaprev_at_042,zoho-deal-6810867000044528530-action-revisaprev_at_042,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,48,zcrm_6810867000054072058,6810867000044588668,zcrm_6810867000044588668,Gerar Boletos,,,2026-03-03 09:01:23,Cobrança,revisaprev_at_042,zoho-deal-6810867000044588668-action-revisaprev_at_042,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,49,zcrm_6810867000054072076,6810867000048745872,zcrm_6810867000048745872,Gerar Boletos,,,2026-03-03 09:08:56,Cobrança,revisaprev_at_042,zoho-deal-6810867000048745872-action-revisaprev_at_042,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,50,zcrm_6810867000054072085,6810867000048745872,zcrm_6810867000048745872,Passagem de Bastão Consignado,,,2026-03-03 09:13:35,Cobrança,revisaprev_at_044,zoho-deal-6810867000048745872-action-revisaprev_at_044,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,51,zcrm_6810867000054072100,6810867000050521155,zcrm_6810867000050521155,Passagem de Bastão Consignado,,,2026-03-03 09:18:53,Cobrança,revisaprev_at_044,zoho-deal-6810867000050521155-action-revisaprev_at_044,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,52,zcrm_6810867000054072117,6810867000044509908,zcrm_6810867000044509908,Negociação Pagto,,,2026-03-03 09:23:46,Cobrança,revisaprev_at_041,zoho-deal-6810867000044509908-action-revisaprev_at_041,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,53,zcrm_6810867000054072150,6810867000044528530,zcrm_6810867000044528530,Passagem de Bastão Consignado,,,2026-03-03 09:47:11,Cobrança,revisaprev_at_044,zoho-deal-6810867000044528530-action-revisaprev_at_044,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,54,zcrm_6810867000054072178,6810867000049151156,zcrm_6810867000049151156,Passagem de Bastão Consignado,,,2026-03-03 10:28:06,Cobrança,revisaprev_at_044,zoho-deal-6810867000049151156-action-revisaprev_at_044,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,55,zcrm_6810867000054072191,6810867000046841790,zcrm_6810867000046841790,Gerar Boletos,,,2026-03-03 10:36:06,Cobrança,revisaprev_at_042,zoho-deal-6810867000046841790-action-revisaprev_at_042,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,56,zcrm_6810867000054102029,6810867000053787050,zcrm_6810867000053787050,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 12:09:34,Cobrança,revisaprev_at_040,zoho-deal-6810867000053787050-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,57,zcrm_6810867000054102038,6810867000053699068,zcrm_6810867000053699068,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 12:09:40,Cobrança,revisaprev_at_040,zoho-deal-6810867000053699068-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,58,zcrm_6810867000054102047,6810867000053515863,zcrm_6810867000053515863,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 12:09:43,Cobrança,revisaprev_at_040,zoho-deal-6810867000053515863-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,59,zcrm_6810867000054102062,6810867000053699068,zcrm_6810867000053699068,Aguard Contato Inicial,,,2026-03-03 12:28:16,Cobrança,revisaprev_at_002,zoho-deal-6810867000053699068-action-revisaprev_at_002,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,60,zcrm_6810867000054102071,6810867000053515863,zcrm_6810867000053515863,Aguard Contato Inicial,,,2026-03-03 12:28:19,Cobrança,revisaprev_at_002,zoho-deal-6810867000053515863-action-revisaprev_at_002,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,61,zcrm_6810867000054102089,6810867000050096693,zcrm_6810867000050096693,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 12:29:10,Cobrança,revisaprev_at_040,zoho-deal-6810867000050096693-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,62,zcrm_6810867000054102098,6810867000050096419,zcrm_6810867000050096419,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 12:29:13,Cobrança,revisaprev_at_040,zoho-deal-6810867000050096419-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,63,zcrm_6810867000054102281,6810867000050086353,zcrm_6810867000050086353,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 16:17:54,Cobrança,revisaprev_at_040,zoho-deal-6810867000050086353-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,64,zcrm_6810867000054102290,6810867000050102343,zcrm_6810867000050102343,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 16:17:58,Cobrança,revisaprev_at_040,zoho-deal-6810867000050102343-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,65,zcrm_6810867000054126005,6810867000048671473,zcrm_6810867000048671473,Passagem de Bastão Consignado,,,2026-03-03 10:41:41,Cobrança,revisaprev_at_044,zoho-deal-6810867000048671473-action-revisaprev_at_044,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,66,zcrm_6810867000054126016,6810867000053715251,zcrm_6810867000053715251,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 10:46:44,Cobrança,revisaprev_at_040,zoho-deal-6810867000053715251-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,67,zcrm_6810867000054126033,6810867000050961306,zcrm_6810867000050961306,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 10:49:16,Cobrança,revisaprev_at_040,zoho-deal-6810867000050961306-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,68,zcrm_6810867000054126048,6810867000049459390,zcrm_6810867000049459390,Gerar Link,,,2026-03-03 10:52:04,Cobrança,revisaprev_at_043,zoho-deal-6810867000049459390-action-revisaprev_at_043,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,69,zcrm_6810867000054126071,6810867000048891957,zcrm_6810867000048891957,Gerar Link,,,2026-03-03 11:00:57,Cobrança,revisaprev_at_043,zoho-deal-6810867000048891957-action-revisaprev_at_043,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,70,zcrm_6810867000054126080,6810867000050884841,zcrm_6810867000050884841,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 11:05:34,Cobrança,revisaprev_at_040,zoho-deal-6810867000050884841-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,71,zcrm_6810867000054126095,6810867000050850708,zcrm_6810867000050850708,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 11:07:23,Cobrança,revisaprev_at_040,zoho-deal-6810867000050850708-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,72,zcrm_6810867000054126110,6810867000050845772,zcrm_6810867000050845772,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 11:09:45,Cobrança,revisaprev_at_040,zoho-deal-6810867000050845772-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,73,zcrm_6810867000054126127,6810867000050349921,zcrm_6810867000050349921,Negociação Pagto,,,2026-03-03 11:27:11,Cobrança,revisaprev_at_041,zoho-deal-6810867000050349921-action-revisaprev_at_041,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,74,zcrm_6810867000054126156,6810867000050735188,zcrm_6810867000050735188,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 13:38:45,Cobrança,revisaprev_at_040,zoho-deal-6810867000050735188-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,75,zcrm_6810867000054126165,6810867000050536003,zcrm_6810867000050536003,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 13:38:58,Cobrança,revisaprev_at_040,zoho-deal-6810867000050536003-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
Cobrança,HIstórico Movimentações - Cobrança Março (1).xlsx,76,zcrm_6810867000054126182,6810867000050528166,zcrm_6810867000050528166,Docs Iniciais - Orientação 1° Pagto,,,2026-03-03 13:43:12,Cobrança,revisaprev_at_040,zoho-deal-6810867000050528166-action-revisaprev_at_040,,no,,,,2026-01-01T00:00:00.000Z .. 2026-06-30T23:59:59.999Z
